elevation_ft,date,year,month
4194.05,2008-10-07,2008,10
4194.08,2008-10-08,2008,10
4194.16,2008-10-09,2008,10
4194.13,2008-10-10,2008,10
4194.12,2008-10-11,2008,10
4194.03,2008-10-12,2008,10
4194.0,2008-10-13,2008,10
4193.99,2008-10-14,2008,10
4193.99,2008-10-15,2008,10
4193.99,2008-10-16,2008,10
4193.99,2008-10-17,2008,10
4193.99,2008-10-18,2008,10
4193.98,2008-10-19,2008,10
4193.98,2008-10-20,2008,10
4194.11,2008-10-21,2008,10
4194.0,2008-10-22,2008,10
4193.95,2008-10-23,2008,10
4193.92,2008-10-24,2008,10
4193.94,2008-10-25,2008,10
4193.94,2008-10-26,2008,10
4193.93,2008-10-27,2008,10
4193.93,2008-10-28,2008,10
4193.94,2008-10-29,2008,10
4193.95,2008-10-30,2008,10
4193.91,2008-10-31,2008,10
4193.93,2008-11-01,2008,11
4193.89,2008-11-02,2008,11
4193.95,2008-11-03,2008,11
4194.09,2008-11-04,2008,11
4194.07,2008-11-05,2008,11
4193.94,2008-11-06,2008,11
4193.92,2008-11-07,2008,11
4193.95,2008-11-08,2008,11
4193.98,2008-11-09,2008,11
4194.0,2008-11-10,2008,11
4194.02,2008-11-11,2008,11
4193.99,2008-11-12,2008,11
4194.07,2008-11-13,2008,11
4194.14,2008-11-14,2008,11
4194.03,2008-11-15,2008,11
4194.03,2008-11-16,2008,11
4194.04,2008-11-17,2008,11
4194.06,2008-11-18,2008,11
4194.07,2008-11-19,2008,11
4194.07,2008-11-20,2008,11
4194.09,2008-11-21,2008,11
4194.06,2008-11-22,2008,11
4194.08,2008-11-23,2008,11
4194.05,2008-11-24,2008,11
4194.06,2008-11-25,2008,11
4194.05,2008-11-26,2008,11
4194.06,2008-11-27,2008,11
4194.08,2008-11-28,2008,11
4194.05,2008-11-29,2008,11
4194.08,2008-11-30,2008,11
4194.06,2008-12-01,2008,12
4194.17,2008-12-02,2008,12
4194.11,2008-12-03,2008,12
4194.1,2008-12-04,2008,12
4194.08,2008-12-05,2008,12
4194.09,2008-12-06,2008,12
4194.08,2008-12-07,2008,12
4194.19,2008-12-08,2008,12
4194.13,2008-12-09,2008,12
4194.07,2008-12-10,2008,12
4194.09,2008-12-11,2008,12
4194.08,2008-12-12,2008,12
4194.18,2008-12-13,2008,12
4194.04,2008-12-14,2008,12
4193.98,2008-12-15,2008,12
4194.05,2008-12-16,2008,12
4194.04,2008-12-17,2008,12
4194.04,2008-12-18,2008,12
4194.0,2008-12-19,2008,12
4194.03,2008-12-20,2008,12
4194.02,2008-12-21,2008,12
4194.1,2008-12-22,2008,12
4194.07,2008-12-23,2008,12
4194.0,2008-12-24,2008,12
4193.89,2008-12-25,2008,12
4194.11,2008-12-26,2008,12
4194.06,2008-12-27,2008,12
4194.08,2008-12-28,2008,12
4194.08,2008-12-29,2008,12
4194.08,2008-12-30,2008,12
4194.08,2008-12-31,2008,12
4194.07,2009-01-01,2009,1
4194.06,2009-01-02,2009,1
4194.2,2009-01-03,2009,1
4194.1,2009-01-04,2009,1
4194.11,2009-01-05,2009,1
4194.11,2009-01-06,2009,1
4194.14,2009-01-07,2009,1
4194.16,2009-01-08,2009,1
4194.18,2009-01-09,2009,1
4194.16,2009-01-10,2009,1
4194.16,2009-01-11,2009,1
4194.18,2009-01-12,2009,1
4194.19,2009-01-13,2009,1
4194.2,2009-01-14,2009,1
4194.19,2009-01-15,2009,1
4194.2,2009-01-16,2009,1
4194.2,2009-01-17,2009,1
4194.2,2009-01-18,2009,1
4194.2,2009-01-19,2009,1
4194.2,2009-01-20,2009,1
4194.2,2009-01-21,2009,1
4194.22,2009-01-22,2009,1
4194.25,2009-01-23,2009,1
4194.26,2009-01-24,2009,1
4194.32,2009-01-25,2009,1
4194.53,2009-01-26,2009,1
4194.42,2009-01-27,2009,1
4194.4,2009-01-28,2009,1
4194.4,2009-01-29,2009,1
4194.4,2009-01-30,2009,1
4194.4,2009-01-31,2009,1
4194.41,2009-02-01,2009,2
4194.41,2009-02-02,2009,2
4194.41,2009-02-03,2009,2
4194.44,2009-02-04,2009,2
4194.46,2009-02-05,2009,2
4194.46,2009-02-06,2009,2
4194.5,2009-02-07,2009,2
4194.5,2009-02-08,2009,2
4194.55,2009-02-09,2009,2
4194.65,2009-02-10,2009,2
4194.6,2009-02-11,2009,2
4194.61,2009-02-12,2009,2
4194.61,2009-02-13,2009,2
4194.66,2009-02-14,2009,2
4194.66,2009-02-15,2009,2
4194.64,2009-02-16,2009,2
4194.68,2009-02-17,2009,2
4194.7,2009-02-18,2009,2
4194.72,2009-02-19,2009,2
4194.73,2009-02-20,2009,2
4194.75,2009-02-21,2009,2
4194.77,2009-02-22,2009,2
4194.78,2009-02-23,2009,2
4194.79,2009-02-24,2009,2
4194.8,2009-02-25,2009,2
4194.87,2009-02-26,2009,2
4194.86,2009-02-27,2009,2
4194.84,2009-02-28,2009,2
4194.86,2009-03-01,2009,3
4194.85,2009-03-02,2009,3
4194.79,2009-03-03,2009,3
4194.87,2009-03-04,2009,3
4194.87,2009-03-05,2009,3
4194.95,2009-03-06,2009,3
4195.01,2009-03-07,2009,3
4194.97,2009-03-08,2009,3
4195.11,2009-03-09,2009,3
4195.03,2009-03-10,2009,3
4195.03,2009-03-11,2009,3
4195.07,2009-03-12,2009,3
4195.1,2009-03-13,2009,3
4195.07,2009-03-14,2009,3
4195.08,2009-03-15,2009,3
4195.06,2009-03-16,2009,3
4195.09,2009-03-17,2009,3
4195.1,2009-03-18,2009,3
4195.1,2009-03-19,2009,3
4195.12,2009-03-20,2009,3
4195.06,2009-03-21,2009,3
4195.21,2009-03-22,2009,3
4195.2,2009-03-23,2009,3
4195.18,2009-03-24,2009,3
4195.13,2009-03-25,2009,3
4195.43,2009-03-26,2009,3
4195.16,2009-03-27,2009,3
4195.12,2009-03-28,2009,3
4195.32,2009-03-29,2009,3
4195.26,2009-03-30,2009,3
4195.14,2009-03-31,2009,3
4195.37,2009-04-01,2009,4
4195.14,2009-04-02,2009,4
4195.31,2009-04-03,2009,4
4195.39,2009-04-04,2009,4
4195.2,2009-04-05,2009,4
4195.2,2009-04-06,2009,4
4195.2,2009-04-07,2009,4
4195.14,2009-04-08,2009,4
4195.2,2009-04-09,2009,4
4195.18,2009-04-10,2009,4
4195.24,2009-04-11,2009,4
4195.24,2009-04-12,2009,4
4195.21,2009-04-13,2009,4
4195.26,2009-04-14,2009,4
4195.17,2009-04-15,2009,4
4195.35,2009-04-16,2009,4
4195.39,2009-04-17,2009,4
4195.4,2009-04-18,2009,4
4195.4,2009-04-19,2009,4
4195.41,2009-04-20,2009,4
4195.4,2009-04-21,2009,4
4195.42,2009-04-22,2009,4
4195.44,2009-04-23,2009,4
4195.59,2009-04-24,2009,4
4195.56,2009-04-25,2009,4
4195.6,2009-04-26,2009,4
4195.5,2009-04-27,2009,4
4195.56,2009-04-28,2009,4
4195.54,2009-04-29,2009,4
4195.58,2009-04-30,2009,4
4195.61,2009-05-01,2009,5
4195.61,2009-05-02,2009,5
4195.65,2009-05-03,2009,5
4195.64,2009-05-04,2009,5
4195.63,2009-05-05,2009,5
4195.69,2009-05-06,2009,5
4195.77,2009-05-07,2009,5
4195.81,2009-05-08,2009,5
4195.77,2009-05-09,2009,5
4195.74,2009-05-10,2009,5
4195.71,2009-05-11,2009,5
4195.81,2009-05-12,2009,5
4195.82,2009-05-13,2009,5
4195.75,2009-05-14,2009,5
4195.76,2009-05-15,2009,5
4195.74,2009-05-16,2009,5
4195.75,2009-05-17,2009,5
4195.74,2009-05-18,2009,5
4195.74,2009-05-19,2009,5
4195.78,2009-05-20,2009,5
4195.8,2009-05-21,2009,5
4195.75,2009-05-22,2009,5
4195.72,2009-05-23,2009,5
4195.68,2009-05-24,2009,5
4195.74,2009-05-25,2009,5
4195.75,2009-05-26,2009,5
4195.74,2009-05-27,2009,5
4195.74,2009-05-28,2009,5
4195.72,2009-05-29,2009,5
4195.71,2009-05-30,2009,5
4195.74,2009-05-31,2009,5
4195.74,2009-06-01,2009,6
4195.77,2009-06-02,2009,6
4195.74,2009-06-03,2009,6
4195.74,2009-06-04,2009,6
4195.84,2009-06-05,2009,6
4195.76,2009-06-06,2009,6
4195.8,2009-06-07,2009,6
4195.74,2009-06-08,2009,6
4195.75,2009-06-09,2009,6
4195.74,2009-06-10,2009,6
4195.8,2009-06-11,2009,6
4195.81,2009-06-12,2009,6
4195.82,2009-06-13,2009,6
4195.78,2009-06-14,2009,6
4195.86,2009-06-15,2009,6
4195.87,2009-06-16,2009,6
4195.94,2009-06-17,2009,6
4195.91,2009-06-18,2009,6
4195.89,2009-06-19,2009,6
4195.99,2009-06-20,2009,6
4195.98,2009-06-21,2009,6
4196.02,2009-06-22,2009,6
4196.03,2009-06-23,2009,6
4196.01,2009-06-24,2009,6
4196.0,2009-06-25,2009,6
4195.84,2009-06-26,2009,6
4196.02,2009-06-27,2009,6
4196.03,2009-06-28,2009,6
4196.04,2009-06-29,2009,6
4196.03,2009-06-30,2009,6
4196.06,2009-07-01,2009,7
4196.0,2009-07-02,2009,7
4196.06,2009-07-03,2009,7
4196.1,2009-07-04,2009,7
4196.04,2009-07-05,2009,7
4196.07,2009-07-06,2009,7
4196.05,2009-07-07,2009,7
4196.09,2009-07-08,2009,7
4196.04,2009-07-09,2009,7
4195.99,2009-07-10,2009,7
4195.95,2009-07-11,2009,7
4195.91,2009-07-12,2009,7
4195.97,2009-07-13,2009,7
4195.92,2009-07-14,2009,7
4195.85,2009-07-15,2009,7
4195.81,2009-07-16,2009,7
4195.81,2009-07-17,2009,7
4195.81,2009-07-18,2009,7
4195.81,2009-07-19,2009,7
4195.77,2009-07-20,2009,7
4195.75,2009-07-21,2009,7
4195.72,2009-07-22,2009,7
4195.7,2009-07-23,2009,7
4195.7,2009-07-24,2009,7
4195.62,2009-07-25,2009,7
4195.62,2009-07-26,2009,7
4195.65,2009-07-27,2009,7
4195.62,2009-07-28,2009,7
4195.59,2009-07-29,2009,7
4195.54,2009-07-30,2009,7
4195.48,2009-07-31,2009,7
4195.46,2009-08-01,2009,8
4195.43,2009-08-02,2009,8
4195.41,2009-08-03,2009,8
4195.39,2009-08-04,2009,8
4195.33,2009-08-05,2009,8
4195.28,2009-08-06,2009,8
4195.3,2009-08-07,2009,8
4195.32,2009-08-08,2009,8
4195.21,2009-08-09,2009,8
4195.19,2009-08-10,2009,8
4195.17,2009-08-11,2009,8
4195.17,2009-08-12,2009,8
4195.11,2009-08-13,2009,8
4195.18,2009-08-14,2009,8
4195.19,2009-08-15,2009,8
4195.06,2009-08-16,2009,8
4195.06,2009-08-17,2009,8
4195.04,2009-08-18,2009,8
4195.0,2009-08-19,2009,8
4195.0,2009-08-20,2009,8
4195.0,2009-08-21,2009,8
4194.98,2009-08-22,2009,8
4194.93,2009-08-23,2009,8
4194.98,2009-08-24,2009,8
4194.95,2009-08-25,2009,8
4194.95,2009-08-26,2009,8
4194.93,2009-08-27,2009,8
4194.92,2009-08-28,2009,8
4194.93,2009-08-29,2009,8
4194.93,2009-08-30,2009,8
4194.92,2009-08-31,2009,8
4194.88,2009-09-01,2009,9
4194.89,2009-09-02,2009,9
4194.86,2009-09-03,2009,9
4194.85,2009-09-04,2009,9
4194.84,2009-09-05,2009,9
4194.78,2009-09-06,2009,9
4194.83,2009-09-07,2009,9
4194.84,2009-09-08,2009,9
4194.75,2009-09-09,2009,9
4194.74,2009-09-10,2009,9
4194.73,2009-09-11,2009,9
4194.7,2009-09-12,2009,9
4194.59,2009-09-13,2009,9
4194.62,2009-09-14,2009,9
4194.66,2009-09-15,2009,9
4194.65,2009-09-16,2009,9
4194.64,2009-09-17,2009,9
4194.64,2009-09-18,2009,9
4194.65,2009-09-19,2009,9
4194.69,2009-09-20,2009,9
4194.76,2009-09-21,2009,9
4194.56,2009-09-22,2009,9
4194.55,2009-09-23,2009,9
4194.53,2009-09-24,2009,9
4194.54,2009-09-25,2009,9
4194.51,2009-09-26,2009,9
4194.51,2009-09-27,2009,9
4194.5,2009-09-28,2009,9
4194.36,2009-09-29,2009,9
4194.91,2009-09-30,2009,9
4194.48,2009-10-01,2009,10
4194.43,2009-10-02,2009,10
4194.39,2009-10-03,2009,10
4194.37,2009-10-04,2009,10
4194.42,2009-10-05,2009,10
4194.4,2009-10-06,2009,10
4194.38,2009-10-07,2009,10
4194.39,2009-10-08,2009,10
4194.4,2009-10-09,2009,10
4194.39,2009-10-10,2009,10
4194.37,2009-10-11,2009,10
4194.33,2009-10-12,2009,10
4194.17,2009-10-13,2009,10
4194.28,2009-10-14,2009,10
4194.33,2009-10-15,2009,10
4194.34,2009-10-16,2009,10
4194.33,2009-10-17,2009,10
4194.36,2009-10-18,2009,10
4194.4,2009-10-19,2009,10
4194.45,2009-10-20,2009,10
4194.44,2009-10-21,2009,10
4194.4,2009-10-22,2009,10
4194.39,2009-10-23,2009,10
4194.43,2009-10-24,2009,10
4194.45,2009-10-25,2009,10
4194.36,2009-10-26,2009,10
4194.52,2009-10-27,2009,10
4194.79,2009-10-28,2009,10
4194.49,2009-10-29,2009,10
4194.33,2009-10-30,2009,10
4194.35,2009-10-31,2009,10
4194.35,2009-11-01,2009,11
4194.36,2009-11-02,2009,11
4194.35,2009-11-03,2009,11
4194.35,2009-11-04,2009,11
4194.35,2009-11-05,2009,11
4194.36,2009-11-06,2009,11
4194.37,2009-11-07,2009,11
4194.38,2009-11-08,2009,11
4194.36,2009-11-09,2009,11
4194.37,2009-11-10,2009,11
4194.36,2009-11-11,2009,11
4194.37,2009-11-12,2009,11
4194.39,2009-11-13,2009,11
4194.45,2009-11-14,2009,11
4194.36,2009-11-15,2009,11
4194.32,2009-11-16,2009,11
4194.36,2009-11-17,2009,11
4194.36,2009-11-18,2009,11
4194.36,2009-11-19,2009,11
4194.33,2009-11-20,2009,11
4194.45,2009-11-21,2009,11
4194.44,2009-11-22,2009,11
4194.38,2009-11-23,2009,11
4194.36,2009-11-24,2009,11
4194.38,2009-11-25,2009,11
4194.38,2009-11-26,2009,11
4194.38,2009-11-27,2009,11
4194.45,2009-11-28,2009,11
4194.43,2009-11-29,2009,11
4194.4,2009-11-30,2009,11
4194.4,2009-12-01,2009,12
4194.42,2009-12-02,2009,12
4194.41,2009-12-03,2009,12
4194.34,2009-12-04,2009,12
4194.41,2009-12-05,2009,12
4194.35,2009-12-06,2009,12
4194.33,2009-12-07,2009,12
4194.46,2009-12-08,2009,12
4194.32,2009-12-09,2009,12
4194.32,2009-12-10,2009,12
4194.31,2009-12-11,2009,12
4194.33,2009-12-12,2009,12
4194.37,2009-12-13,2009,12
4194.39,2009-12-14,2009,12
4194.39,2009-12-15,2009,12
4194.39,2009-12-16,2009,12
4194.39,2009-12-17,2009,12
4194.39,2009-12-18,2009,12
4194.4,2009-12-19,2009,12
4194.4,2009-12-20,2009,12
4194.4,2009-12-21,2009,12
4194.42,2009-12-22,2009,12
4194.49,2009-12-23,2009,12
4194.42,2009-12-24,2009,12
4194.41,2009-12-25,2009,12
4194.42,2009-12-26,2009,12
4194.4,2009-12-27,2009,12
4194.4,2009-12-28,2009,12
4194.41,2009-12-29,2009,12
4194.44,2009-12-30,2009,12
4194.43,2009-12-31,2009,12
4194.44,2010-01-01,2010,1
4194.46,2010-01-02,2010,1
4194.46,2010-01-03,2010,1
4194.47,2010-01-04,2010,1
4194.48,2010-01-05,2010,1
4194.49,2010-01-06,2010,1
4194.5,2010-01-07,2010,1
4194.48,2010-01-08,2010,1
4194.49,2010-01-09,2010,1
4194.48,2010-01-10,2010,1
4194.48,2010-01-11,2010,1
4194.48,2010-01-12,2010,1
4194.5,2010-01-13,2010,1
4194.5,2010-01-14,2010,1
4194.49,2010-01-15,2010,1
4194.5,2010-01-16,2010,1
4194.52,2010-01-17,2010,1
4194.52,2010-01-18,2010,1
4194.5,2010-01-19,2010,1
4194.54,2010-01-20,2010,1
4194.54,2010-01-21,2010,1
4194.43,2010-01-22,2010,1
4194.59,2010-01-23,2010,1
4194.6,2010-01-24,2010,1
4194.59,2010-01-25,2010,1
4194.6,2010-01-26,2010,1
4194.6,2010-01-27,2010,1
4194.61,2010-01-28,2010,1
4194.62,2010-01-29,2010,1
4194.61,2010-01-30,2010,1
4194.61,2010-01-31,2010,1
4194.63,2010-02-01,2010,2
4194.66,2010-02-02,2010,2
4194.67,2010-02-03,2010,2
4194.68,2010-02-04,2010,2
4194.7,2010-02-05,2010,2
4194.74,2010-02-06,2010,2
4194.79,2010-02-07,2010,2
4194.78,2010-02-08,2010,2
4194.76,2010-02-09,2010,2
4194.78,2010-02-10,2010,2
4194.78,2010-02-11,2010,2
4194.78,2010-02-12,2010,2
4194.8,2010-02-13,2010,2
4194.81,2010-02-14,2010,2
4194.82,2010-02-15,2010,2
4194.86,2010-02-16,2010,2
4194.87,2010-02-17,2010,2
4194.88,2010-02-18,2010,2
4194.9,2010-02-19,2010,2
4194.92,2010-02-20,2010,2
4194.92,2010-02-21,2010,2
4194.98,2010-02-22,2010,2
4194.92,2010-02-23,2010,2
4194.92,2010-02-24,2010,2
4194.96,2010-02-25,2010,2
4194.95,2010-02-26,2010,2
4194.99,2010-02-27,2010,2
4195.04,2010-02-28,2010,2
4195.03,2010-03-01,2010,3
4195.02,2010-03-02,2010,3
4195.02,2010-03-03,2010,3
4195.06,2010-03-04,2010,3
4195.06,2010-03-05,2010,3
4195.1,2010-03-06,2010,3
4195.12,2010-03-07,2010,3
4195.16,2010-03-08,2010,3
4195.27,2010-03-09,2010,3
4195.31,2010-03-10,2010,3
4195.22,2010-03-11,2010,3
4195.2,2010-03-12,2010,3
4195.48,2010-03-13,2010,3
4195.54,2010-03-14,2010,3
4195.34,2010-03-15,2010,3
4195.3,2010-03-16,2010,3
4195.3,2010-03-17,2010,3
4195.43,2010-03-18,2010,3
4195.49,2010-03-19,2010,3
4195.34,2010-03-20,2010,3
4195.33,2010-03-21,2010,3
4195.39,2010-03-22,2010,3
4195.48,2010-03-23,2010,3
4195.4,2010-03-24,2010,3
4195.39,2010-03-25,2010,3
4195.43,2010-03-26,2010,3
4195.37,2010-03-27,2010,3
4195.3,2010-03-28,2010,3
4195.29,2010-03-29,2010,3
4195.24,2010-03-30,2010,3
4195.36,2010-03-31,2010,3
4195.38,2010-04-01,2010,4
4195.31,2010-04-02,2010,4
4195.36,2010-04-03,2010,4
4195.28,2010-04-04,2010,4
4195.35,2010-04-05,2010,4
4195.51,2010-04-06,2010,4
4195.37,2010-04-07,2010,4
4195.31,2010-04-08,2010,4
4195.47,2010-04-09,2010,4
4195.34,2010-04-10,2010,4
4195.27,2010-04-11,2010,4
4195.3,2010-04-12,2010,4
4195.28,2010-04-13,2010,4
4195.3,2010-04-14,2010,4
4195.32,2010-04-15,2010,4
4195.33,2010-04-16,2010,4
4195.33,2010-04-17,2010,4
4195.34,2010-04-18,2010,4
4195.33,2010-04-19,2010,4
4195.29,2010-04-20,2010,4
4195.45,2010-04-21,2010,4
4195.38,2010-04-22,2010,4
4195.51,2010-04-23,2010,4
4195.41,2010-04-24,2010,4
4195.51,2010-04-25,2010,4
4195.44,2010-04-26,2010,4
4195.24,2010-04-27,2010,4
4195.5,2010-04-28,2010,4
4195.56,2010-04-29,2010,4
4195.39,2010-04-30,2010,4
4195.39,2010-05-01,2010,5
4195.51,2010-05-02,2010,5
4195.36,2010-05-03,2010,5
4195.52,2010-05-04,2010,5
4195.45,2010-05-05,2010,5
4195.52,2010-05-06,2010,5
4195.41,2010-05-07,2010,5
4195.39,2010-05-08,2010,5
4195.43,2010-05-09,2010,5
4195.5,2010-05-10,2010,5
4195.46,2010-05-11,2010,5
4195.53,2010-05-12,2010,5
4195.44,2010-05-13,2010,5
4195.43,2010-05-14,2010,5
4195.41,2010-05-15,2010,5
4195.41,2010-05-16,2010,5
4195.39,2010-05-17,2010,5
4195.39,2010-05-18,2010,5
4195.41,2010-05-19,2010,5
4195.44,2010-05-20,2010,5
4195.49,2010-05-21,2010,5
4195.5,2010-05-22,2010,5
4195.52,2010-05-23,2010,5
4195.46,2010-05-24,2010,5
4195.42,2010-05-25,2010,5
4195.42,2010-05-26,2010,5
4195.37,2010-05-27,2010,5
4195.55,2010-05-28,2010,5
4195.49,2010-05-29,2010,5
4195.44,2010-05-30,2010,5
4195.44,2010-05-31,2010,5
4195.5,2010-06-01,2010,6
4195.46,2010-06-02,2010,6
4195.51,2010-06-03,2010,6
4195.52,2010-06-04,2010,6
4195.5,2010-06-05,2010,6
4195.52,2010-06-06,2010,6
4195.7,2010-06-07,2010,6
4195.54,2010-06-08,2010,6
4195.55,2010-06-09,2010,6
4195.6,2010-06-10,2010,6
4195.69,2010-06-11,2010,6
4195.62,2010-06-12,2010,6
4195.62,2010-06-13,2010,6
4195.62,2010-06-14,2010,6
4195.62,2010-06-15,2010,6
4195.78,2010-06-16,2010,6
4195.64,2010-06-17,2010,6
4195.68,2010-06-18,2010,6
4195.61,2010-06-19,2010,6
4195.6,2010-06-20,2010,6
4195.71,2010-06-21,2010,6
4195.68,2010-06-22,2010,6
4195.62,2010-06-23,2010,6
4195.61,2010-06-24,2010,6
4195.63,2010-06-25,2010,6
4195.68,2010-06-26,2010,6
4195.62,2010-06-27,2010,6
4195.6,2010-06-28,2010,6
4195.53,2010-06-29,2010,6
4195.43,2010-06-30,2010,6
4195.49,2010-07-01,2010,7
4195.48,2010-07-02,2010,7
4195.57,2010-07-03,2010,7
4195.5,2010-07-04,2010,7
4195.4,2010-07-05,2010,7
4195.48,2010-07-06,2010,7
4195.43,2010-07-07,2010,7
4195.34,2010-07-08,2010,7
4195.29,2010-07-09,2010,7
4195.28,2010-07-10,2010,7
4195.29,2010-07-11,2010,7
4195.26,2010-07-12,2010,7
4195.25,2010-07-13,2010,7
4195.31,2010-07-14,2010,7
4195.21,2010-07-15,2010,7
4195.19,2010-07-16,2010,7
4195.17,2010-07-17,2010,7
4195.15,2010-07-18,2010,7
4195.15,2010-07-19,2010,7
4195.15,2010-07-20,2010,7
4195.03,2010-07-21,2010,7
4195.08,2010-07-22,2010,7
4195.04,2010-07-23,2010,7
4195.04,2010-07-24,2010,7
4195.0,2010-07-25,2010,7
4195.01,2010-07-26,2010,7
4194.92,2010-07-27,2010,7
4194.91,2010-07-28,2010,7
4194.92,2010-07-29,2010,7
4194.92,2010-07-30,2010,7
4194.86,2010-07-31,2010,7
4194.86,2010-08-01,2010,8
4194.88,2010-08-02,2010,8
4194.78,2010-08-03,2010,8
4194.76,2010-08-04,2010,8
4194.71,2010-08-05,2010,8
4194.72,2010-08-06,2010,8
4194.61,2010-08-07,2010,8
4194.66,2010-08-08,2010,8
4194.57,2010-08-09,2010,8
4194.6,2010-08-10,2010,8
4194.51,2010-08-11,2010,8
4194.61,2010-08-12,2010,8
4194.56,2010-08-13,2010,8
4194.62,2010-08-14,2010,8
4194.52,2010-08-15,2010,8
4194.51,2010-08-16,2010,8
4194.48,2010-08-17,2010,8
4194.42,2010-08-18,2010,8
4194.37,2010-08-19,2010,8
4194.4,2010-08-20,2010,8
4194.31,2010-08-21,2010,8
4194.49,2010-08-22,2010,8
4194.37,2010-08-23,2010,8
4194.34,2010-08-24,2010,8
4194.32,2010-08-25,2010,8
4194.3,2010-08-26,2010,8
4194.26,2010-08-27,2010,8
4194.08,2010-08-28,2010,8
4194.35,2010-08-29,2010,8
4194.29,2010-08-30,2010,8
4194.2,2010-08-31,2010,8
4194.19,2010-09-01,2010,9
4194.24,2010-09-02,2010,9
4194.18,2010-09-03,2010,9
4194.17,2010-09-04,2010,9
4194.28,2010-09-05,2010,9
4194.15,2010-09-06,2010,9
4194.08,2010-09-07,2010,9
4193.93,2010-09-08,2010,9
4194.1,2010-09-09,2010,9
4194.05,2010-09-10,2010,9
4193.98,2010-09-11,2010,9
4193.99,2010-09-12,2010,9
4193.98,2010-09-13,2010,9
4193.97,2010-09-14,2010,9
4193.97,2010-09-15,2010,9
4193.96,2010-09-16,2010,9
4193.92,2010-09-17,2010,9
4193.93,2010-09-18,2010,9
4193.85,2010-09-19,2010,9
4193.95,2010-09-20,2010,9
4193.89,2010-09-21,2010,9
4193.86,2010-09-22,2010,9
4193.87,2010-09-23,2010,9
4193.84,2010-09-24,2010,9
4193.85,2010-09-25,2010,9
4193.83,2010-09-26,2010,9
4193.83,2010-09-27,2010,9
4193.82,2010-09-28,2010,9
4193.81,2010-09-29,2010,9
4193.81,2010-09-30,2010,9
4193.81,2010-10-01,2010,10
4193.8,2010-10-02,2010,10
4193.76,2010-10-03,2010,10
4193.65,2010-10-04,2010,10
4193.72,2010-10-05,2010,10
4193.7,2010-10-06,2010,10
4193.75,2010-10-07,2010,10
4193.7,2010-10-08,2010,10
4193.7,2010-10-09,2010,10
4193.69,2010-10-10,2010,10
4193.69,2010-10-11,2010,10
4193.72,2010-10-12,2010,10
4193.7,2010-10-13,2010,10
4193.69,2010-10-14,2010,10
4193.68,2010-10-15,2010,10
4193.67,2010-10-16,2010,10
4193.65,2010-10-17,2010,10
4193.66,2010-10-18,2010,10
4193.67,2010-10-19,2010,10
4193.63,2010-10-20,2010,10
4193.62,2010-10-21,2010,10
4193.62,2010-10-22,2010,10
4193.62,2010-10-23,2010,10
4193.48,2010-10-24,2010,10
4193.92,2010-10-25,2010,10
4193.77,2010-10-26,2010,10
4193.67,2010-10-27,2010,10
4193.64,2010-10-28,2010,10
4193.67,2010-10-29,2010,10
4193.67,2010-10-30,2010,10
4193.65,2010-10-31,2010,10
4193.68,2010-11-01,2010,11
4193.69,2010-11-02,2010,11
4193.68,2010-11-03,2010,11
4193.69,2010-11-04,2010,11
4193.7,2010-11-05,2010,11
4193.69,2010-11-06,2010,11
4193.64,2010-11-07,2010,11
4193.79,2010-11-08,2010,11
4193.77,2010-11-09,2010,11
4193.75,2010-11-10,2010,11
4193.83,2010-11-11,2010,11
4193.74,2010-11-12,2010,11
4193.78,2010-11-13,2010,11
4193.73,2010-11-14,2010,11
4193.8,2010-11-15,2010,11
4193.94,2010-11-16,2010,11
4193.73,2010-11-17,2010,11
4193.76,2010-11-18,2010,11
4193.71,2010-11-19,2010,11
4193.7,2010-11-20,2010,11
4193.7,2010-11-21,2010,11
4193.66,2010-11-22,2010,11
4193.55,2010-11-23,2010,11
4193.87,2010-11-24,2010,11
4193.74,2010-11-25,2010,11
4193.74,2010-11-26,2010,11
4193.76,2010-11-27,2010,11
4193.81,2010-11-28,2010,11
4193.88,2010-11-29,2010,11
4193.78,2010-11-30,2010,11
4193.8,2010-12-01,2010,12
4193.8,2010-12-02,2010,12
4193.82,2010-12-03,2010,12
4193.81,2010-12-04,2010,12
4193.8,2010-12-05,2010,12
4193.83,2010-12-06,2010,12
4193.86,2010-12-07,2010,12
4193.87,2010-12-08,2010,12
4193.89,2010-12-09,2010,12
4193.93,2010-12-10,2010,12
4193.94,2010-12-11,2010,12
4193.96,2010-12-12,2010,12
4193.98,2010-12-13,2010,12
4194.01,2010-12-14,2010,12
4194.15,2010-12-15,2010,12
4194.08,2010-12-16,2010,12
4194.05,2010-12-17,2010,12
4194.09,2010-12-18,2010,12
4194.07,2010-12-19,2010,12
4194.18,2010-12-20,2010,12
4194.19,2010-12-21,2010,12
4194.24,2010-12-22,2010,12
4194.34,2010-12-23,2010,12
4194.36,2010-12-24,2010,12
4194.4,2010-12-25,2010,12
4194.41,2010-12-26,2010,12
4194.42,2010-12-27,2010,12
4194.43,2010-12-28,2010,12
4194.49,2010-12-29,2010,12
4194.71,2010-12-30,2010,12
4194.62,2010-12-31,2010,12
4194.52,2011-01-01,2011,1
4194.54,2011-01-02,2011,1
4194.57,2011-01-03,2011,1
4194.56,2011-01-04,2011,1
4194.56,2011-01-05,2011,1
4194.59,2011-01-06,2011,1
